title,company,location,date,job_url,job_description,applied,hidden,interview,rejected,date_loaded
LLM Software Engineer,Artisan AI (YC W24),"Toronto, Ontario, Canada",2024-03-11,https://www.linkedin.com/jobs/view/3853548250/,"Artisan is revolutionizing the future of work by building AI digital workers, called Artisans, capable of fulfilling roles traditionally done by humans. Our product roadmap includes a plethora of Artisans, from a marketing manager to a sales rep, all complimented with feature-rich SaaS platforms that Artisans are able to interact with in the same way the user can. We're on a mission to create the world's most capable and human-like digital workers, and world-class SaaS for them to operate within. If you thrive in fast-paced settings and want to work on cutting-edge AI we’d love to hear from you! 
Key Responsibilities:
- Fine-tuning LLMs for our Artisans, helping us to create the most human-like digital workers).
- Developing systems to allow users to interact with platform features through chat (e.g. our onboarding flow and platform setup is currently done by Ava, The Sales Rep Artisan).
- Lead and oversee the development and fine-tuning of NLP and machine learning models for our Artisans.
- Initiate and guide R&D projects to enhance the capabilities of our existing solutions.
- Act as a technical mentor for junior engineers and provide thought leadership in machine learning and NLP.
- Monitor system health, optimize performance, and plan for scalability.
Qualifications:
- Degree in Computer Science, Machine Learning, Data Science, or related fields.
- Minimum of 5 years of industry experience playing a critical role in machine learning and NLP.
- A strong track record of shipping machine learning models into production.
- Extensive experience in Python and MLOps tools like MLFlow and cloud platforms such as Azure or AWS.
- Strong expertise in Python back-end development, preferably FastAPI.        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
"Lead / Staff Full Stack Software Engineer (Bangkok based, relocation provided)",Agoda,"Toronto, Ontario, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3500669558/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Online Software Engineer,EA SPORTS,"Vancouver, British Columbia, Canada",2024-03-14,https://www.linkedin.com/jobs/view/3818971869/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
RQ06945 Software Developer,Randstad Canada,"North York, Ontario, Canada",2024-03-12,https://www.linkedin.com/jobs/view/3849933648/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Developer,Akkodis,"Toronto, Ontario, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3855822466/,"Hi
Hope you are doing well!
 
We have an urgent Contract Opening for a Software Developer - ERP / Case Management - Senior-  
Toronto, ON. If interested please share me your updated resume on Sonu.kumar@akkodisgroup.com
Location – Toronto, ON
Job Description,
Responsibilities:
MUST HAVE: Hands-on Cur am Development Experience
Provides subject matter expertise and hands-on engagement for all relevant systems including identifying and creating technical solutions design, development, and deployment for specified technology.
Responsible for the complete end-to-end development of applications and database in both traditional and cloud deployments.
Creates functional and technical designs for customization, extensions and configurations as may be required to implement modules, workflows and rules.
Refine and clarify designs during software development and implementation. Code and unit test code, provide subject matter expertise in supporting System Integration Testing and Use Acceptance Testing.
Support deployment in production. Conduct Root Cause Analysis of production issues.
Create all functional and technical design documents
General Skills
:
Experience with specified technology and version
Experience in creating and documenting the technical design, development and delivery of specified technology solutions including: reports, interfaces, conversions, extensions and customizations for High Availability environments.
Demonstrated experience in the creation and update of technical design specifications to satisfy project requirements
Experienced in providing estimations of project delivery based on business requirements
Experience designing, developing and testing data conversion programs and processes to ensure accurate data migrations
Experience and knowledge of specified technology enterprise architecture methodologies and tools
Experience developing or customizing reports, interfaces, customizations, application extensions, workflows and procedures
Knowledge of specified technology Application Framework and Application Development Framework
Experience with UI integration (embedding external application in specified technology, exposing specified technology in External application)
Experience developing integrated test scenarios, identifying test data, executing test scenarios as part of system integration testing (COTS and custom), troubleshooting and resolving issues identified and documenting test results.
Experience with Stakeholder management
Knowledge of Open UI Concepts-PM, PR, Manifest File and Mapping files
Experienced in design and development for large scale Information Technology (IT) solutions and providing guidance to development teams
Experienced in developing JEE solutions, including JEE design patterns
Proficient in analyzing and designing changes to existing software solutions
Complete knowledge of SDLC methodologies e.g. Agile development
Proficient in RDBMS design concepts
Desirable Skills:
Experience creating Unix scripts, and using Version Control Tools (PVCS)
Experience in using Rational tools for software development
Proven experience in facilitating discussions, negotiations, conflict resolution
Strong communicating skills in effectively communicating with client, management and team, making presentation and reporting outcomes
Experience in designing and developing Web Services
Experienced in AIX, UML and XML
Experienced in design, develop, test, optimize and support complex stored procedures, functions, triggers and other database objects with ability to solve complex production issues
Skills
Experience and Skill Set Requirements
Experience and Skill Set Requirements
Technical Skills - 70%
- 3 yr+ Demonstrated development experience in IBM Cúram Social Program Management platform. Cúram V7 Certified Developer, Preferred
- 5 yr+ Demonstrated experience in J2EE JAVA-based software development.
- 5 yr+ Demonstrated experience using Apache Ant, Maven, Tomcat, JavaScript, XML, Json, WebLogic or WebSphere application server, Oracle DB, SQL, jUnit
- Must have experience with SOAP and RESTful Web Service, Messaging, SFTP and other system integration technologies
- Must have hands-on experience with Linux/Unix, Git, SVN, Git Pull Request, branching
- Knowledge of Spring framework, Spring Boot, Swagger-UI, Postman, PL/SQL, Azure DevOps, CI/CD pipeline
- Knowledge of Docker, Kubernetes, Azure Cloud, Ansible and Apache Kafka are strong asset
- Working knowledge of SDLC and the Agile development methodology.
- Demonstrated knowledge and experience with RDBMS design concepts.
- Demonstrated experience in identifying risk and providing solutions.
Communication Skills - 30%
- Ability to build good working relationships.
- Positive team player.
- Good verbal and written communication skills.
- Good analytical and problem-solving skills.
- Must haves:
- 3 yr+ Demonstrated development experience in IBM Cúram Social Program Management platform. Cúram V7 Certified Developer, Preferred
- 5 yr+ Demonstrated experience in J2EE JAVA-based software development.
- 5 yr+ Demonstrated experience using Apache Ant, Maven, Tomcat, JavaScript, XML, Json, WebLogic or WebSphere application server, Oracle DB, SQL, jUnit
- Must have experience with SOAP and RESTful Web Service, Messaging, SFTP and other system integration technologies
- Must have hands-on experience with Linux/Unix, Git, SVN, Git Pull Request, branching        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer,GEOTAB,"Waterloo, Ontario, Canada",2024-03-12,https://www.linkedin.com/jobs/view/3849952081/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Developer,GoodLife Fitness,"London, Ontario, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3859462226/,"SOFTWARE DEVELOPER
Who is a Software Developer?
The Software Developer is responsible for the quality, integrity, scalability, resiliency, and overall technical performance of the products and services developed within their team’s assigned product portfolio. They will ensure that the overall technical solution meets business needs and aligns with GoodLife’s technology strategies, as communicated by the Digital Experience Leadership team. The Software Developer participates in all phases of the software development lifecycle, from requirements definition through service delivery and operational support, and is responsible for producing high-quality solutions and accurate system design documentation.
What will you be doing?
- Develops, deploys and supports software components for products and services in a Microsoft .NET environment, ensuring alignment with business requirements as directed by Product Owners and the Digital Experience leadership team
- Builds and maintains efficient and high-quality code and integrates software components and third-party programs
- Collaborates with other Software Developers to perform pair programming and code reviews, as needed, reinforce the quality of code and applications
- Works with support teams and product teams to solve common problems and to enhance the availability and content of designated applications
- Creates technical documentation for referencing and reporting
- Collaborates with Quality Assurance (QA) Specialists and Product Owners to test and debug software, diagnose and resolve system issues, create release notes, operating procedures and technical documentation, in order to maximize the quality of software
- Collaborates with Architecture, Infrastructure, and Security teams to understand the infrastructure and platform roadmaps and proactively leads and implements initiatives to ensure applications are utilizing current, supported versions.
- Identifies opportunities for process improvement; develops and implements solutions to drive iterative change by participating in retrospective meetings in order to maximize the quality, efficiency and agility of software development teams
Do you have what it takes?
- Bachelor’s Degree or College Diploma in Computer Science or related field
- 2 to 4 years of experience in software development
- Skilled in some of these technologies: Azure, .NET Core, C#, Java, SQL Server databases, REST, SQL. ReactJS, HTML5, SCSS, and/or ES6 program languages
- Some understanding of API development & design, information architectures and microservices
-  Some experience in a DevOps environment, able to drive solutions in Containerization & CI/CD
- Experience developing and maintaining scalable web applications with modern front-end frameworks and technologies
- Skilled in all or many of these technologies: Azure, .NET Core, C#, Java, SQL Server databases, REST, SQL. ReactJS, HTML5, SCSS, and/or ES6 program languages
- Deep understanding of API development & design, information architectures and microservices
- Extensive experience in developing and maintaining scalable web applications with modern front-end frameworks and technologies
- Extensive experience in a DevOps environment, able to drive solutions in Containerization & CI/CD
What's In It For You
- Ongoing training and development to ensure a long and successful career path
- Career advancement opportunities
- Competitive Total Rewards Package
- FREE Fitness membership
- Fun and energetic atmosphere to come to every day!
Diversity and Inclusion
At GoodLife Fitness, we are committed to fostering an inclusive, accessible environment, where all employees and members feel valued, respected and supported. We are dedicated to building a workforce that reflects the diversity of our customers and communities in which we live and serve. We are committed to meeting the accessibility needs of persons with disabilities in a manner that respects their dignity and that is equitable. If you require an accommodation for the recruitment/interview process (including alternate formats of materials, accessible meeting rooms or other accommodation), please let us know and we will work with you to meet your needs.
                
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer,Pharma Medica Research Inc.,"Mississauga, Ontario, Canada",2024-03-11,https://www.linkedin.com/jobs/view/3848229618/,"Pharma Medica Research (PMRI) is a 
Contract Research Organization
 that strive for innovation and original solutions in highly regulated and competitive industry. If you strive for innovation and original thinking you will be the perfect candidate to be part of an inclusive, adaptable, and forward-thinking organization.
We're currently searching for a 
Software Developer
 join our Mississauga team!
The Software Developer is responsible for implementing and developing new and/or existing applications while respecting the standard operating procedures at Pharma Medica Research Inc. (
PMRI
). The Software Developer position reports to Director, Software Development and/or designate. 
Duties and Responsibilities:
- Develop, implement, and maintain secure intranet or Client/Server interfaces applications for use by 
PMRI
 employees.
- Work with computer Services staff to develop and maintain a dynamic and extensible application which is consistent in design, high quality, and high performance.
- Continue the development for Web, stand alone or Client/Server application using .Net technology, and other emerging technologies.
- Maintain and support on-going development project;
- Support and trouble shooting.
- Participate in network, and graphic design, security and configuration
- Participate in social media marketing
- Manage all aspects of Database Administration, Physical and Logical Database Design, responsible for graphic designs and website design.
- Documentation, Maintenance, Optimization, and Backups. Manage operating systems.
- Involvement in Data Warehousing and Data Replication Projects.
- Networks, hardware on which the DB Systems reside.
- Analyze company wide business requirements and write reports in SQL, PL/SQL, and SQL Report Writer Requirement.
- Other duties as required.
Requirements:
- Degree in Information Technology or related field
- Six years experience developing Software and Databases
- Experience in Blazor, and C#, Photoshop 
- Excellent verbal and written communications skills
- Ability to work closely with all departments and personnel to ensure all computer technology needs and requirements are achieved
We offer: 
- Competitive compensation plan
- Mentorship Opportunities
- A benefit plan that is fully paid for by PMRI, including healthcare, dentalcare, vision care, LTD, Life Insurance, AD&D, along with a Health Spending
 and
 Wellness Spending Accounts and a voluntary RRSP Contribution Plan
- Opportunities for advancement and career progression
- A generous Employee Milestones Awards Program
- Corporate Discounts Program
- Learning Support Programs
- Friendly atmosphere, culture of learning
All applications must be eligible to work within Canada.
PMRI is an Equal Opportunity Employer; promoting accessibility and inclusivity at work and offering accommodation for applicants as required and requested.
If you're interested in this exciting position, apply today!        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer,Proax Technologies Ltd.,"London, Ontario, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3858847753/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Developer,The University of British Columbia,"Vancouver, British Columbia, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3857268053/,"Staff - Non Union
Job Category
Non Union Technicians and Research Assistants
Job Profile
Non Union Salaried - Research Assistant /Technician 3
Job Title
Software Developer
Department
Digital Laboratory | Department of Paediatrics | Faculty of Medicine
Compensation Range
$4,434.02 - $5,228.81 CAD Monthly
Posting End Date
March 23, 2024
Note: Applications will be accepted until 11:59 PM on the day prior to the Posting End Date above.
Job End Date
Mar 31, 2025
This position is expected to be filled by promotion/reassignment and is included here to inform you of its vacancy at the University.
This offer is conditional upon successful completion of a Criminal Record Check.
This position is located within a health-care facility, therefore, the successful candidate will be required to provide verification of full vaccination against Covid-19 provided prior to the start date, as required by a provincial health mandate.
Note: Only the Full Time Compensation Range is displayed on the job posting details advertised on the UBC Career sites.
At UBC, we believe that attracting and sustaining a diverse workforce is key to the successful pursuit of excellence in research, innovation, and learning for all faculty, staff and students. Our commitment to employment equity helps achieve inclusion and fairness, brings rich diversity to UBC as a workplace, and creates the necessary conditions for a rewarding career.
Job Summary
As a member of the Digital Lab, an integrated unit of BC Children’s Hospital and the UBC Department of Pediatrics, the Software Developer (Research Asst/Tech 3), will support the development, integration, implementation, and maintenance of information systems and digital technology initiatives that span an intersecting portfolio of research, education, clinical care, and health administration.
ORGANIZATIONAL STATUS
Structurally, the Digital Lab is an integrated unit with UBC Department of Pediatrics and BC Children's Hospital (BCCH), accountable to both the University and Provincial Health Services Authority. This position will report to a Technical Project Manager.
WORK PERFORMED
- Supports technical and administrative objectives for digital initiatives and research projects, including web application design, development, testing, evaluation and maintenance. 
- Performs user research and digital translation activities, including user interaction and experience (UI/UX) testing, evaluation, design and implementation.
- Collaborates with digital team to create wireframes, storyboards, user flows, process flows and site maps to effectively communicate interaction and design objectives.
- Contributes to the execution of back-end/front-end technical development (coding) objectives.
- Supports overall applications development by participating in requirements analysis, project scheduling, and various collaborative activities; contributing to team meetings, troubleshooting development and production problems, and providing end-user support, as required.
- Conducts literature searches as needed, reviewing articles and compiling review packages.
- Assists in the preparation, formatting and maintenance of communication tools, including reports (digital and hard-copy), digital signs, newsletters, briefings, websites, etc.
- Identifies and recommends potential improvements in current methodologies.
- Supports the creation of usability standards across different applications, and participates in the development of high performance user interfaces.
- Stays current with web technology and web industry developments. 
- Maintains up-to-date knowledge of current information technology techniques and tools.
- Performs other duties related to the position as required.
CONSEQUENCE OF ERROR
Errors made could influence the ability of administrative research staff to meet critical deadlines, as well as compromise the results of projects, and therefore impact the credibility of the Digital Lab.
SUPERVISION RECEIVED
Works under the supervision of the Manager, Software Development.
SUPERVISION GIVEN
May occasionally provide support and mentorship to junior co-op (student) and internship positions.
Qualifications
-  Willingness to respect diverse perspectives, including perspectives in conflict with one’s own
-  Demonstrates a commitment to enhancing one’s own awareness, knowledge, and skills related to equity, diversity, and inclusion
Undergraduate degree in a relevant discipline or Graduation from a technical college or institute. Diploma in a relevant discipline, such as computer science, information technology, data science, and/or engineering preferred. Undergraduate degree preferred. Minimum of 3 years related experience or the equivalent combination of education and experience. Related experience in supporting the design, development, implementation and management of information systems and/or digital technology solutions strongly preferred. Entry-level experience with database and/or web applications development, including intermediate-level knowledge and skill in one or more of the following programming languages: HTML5 & Bootstrap, Javascript (NodeJS, Gulp, Bower, AngularJS & jQuery), CSS3 (SASS), Adobe PhoneGap/Cordova, and WordPress.
                
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer (.Net) - Intermediate,IBI Group,"Toronto, Ontario, Canada",2024-03-14,https://www.linkedin.com/jobs/view/3855597042/,"Company Description
We are a global team of dedicated and experienced architects, engineers, planners, designers, and technology professionals who share a common desire - to help our clients create liveable, sustainable, and advanced urban environments.
Arcadis has officially purchased IBI Group and with this transaction now complete, IBI will now be known as Arcadis IBI Group moving forward. Please refer to our website for more information.
Job Description
Who We Are:
We are a global team of dedicated and experienced architects, engineers, planners, designers, and technology professionals who share a common desire - to help our clients create liveable, sustainable, and advanced urban environments.
Arcadis has officially purchased IBI Group and with this transaction now complete, IBI will now be known as Arcadis IBI Group moving forward. Please refer to our website for more information.
Who We're Looking For:
We are looking for a talented and experienced intermediate software developer to play a critical role in the delivery of world class tolling and revenue software systems to clients in North America and overseas.
Most of the things you'll work on: 
- Work with software developers, project managers and clients to produce, enhance and maintain applications and services used by our clients
- Work collaboratively within a multi-disciplinary team 
- Participate in technology stack evaluations and design decisions
- Assist in continuous improvement initiatives on the team in the areas of quality, efficiency and operational excellence and foster a culture of trust and accountability
- Consistently explore new technologies that can be applied to our domain
Qualifications
You’ll need to have:
- 4+ years experience in software development 
- Solid experience and understanding of all things C# and .NET related to web and windows development 
- Experience with SQL and/or Oracle specifically
- Knowledge of various source code repositories and strategies
- Demonstrated ability to achieve goals in an innovative and fast paced environment
- A solid understanding of software development and deployment principles
- Excellent communication/interpersonal skills
- High levels of initiative and resourcefulness/creative thinking
- A passion for technology and software and a desire to continuously learn
Would be great if you had:
- Diploma or degree in a technology related field
- Experience in a consulting or agency setting
- Development experience in PHP
- Development experience in Angular/Vue/React
Additional Information
Why you should work for Arcadis IBI Group :
Our employees will find a design environment where collaboration is at the core of the business. We proudly support our team members through continuing education, completion of licenses and certifications, memberships in professional societies, seminar and conference attendance.
- Competitive Base Salary based on industry standards
- Robust Extended + Medical Benefits
- Participation in Incentives Program
- Remote Work Options or Hybrid WFH-Office Schedule depending on the needs of the business
- Coverage of Licensing Fees and Annual Dues to Professional Associations
- Professional Development & Self Directed Learning Resources
As an Equal Opportunity Employer, we are proud to support the growth and equality of our people through initiatives like our Mentorship Program, Global Women’s Network. We welcome applications from all suitably qualified candidates regardless of age, race, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, religion or belief, sex and sexual orientation. We thank all applicants for their interest. However, only those selected for an interview will be contacted.
As part of Arcadis IBI Group's selection process, candidates may be requested to consent to background checks relevant to the role under consideration for, prior to receiving a job offer. These could include: work references, education and credential confirmation, employment verification, identity check, credit report, criminal offence and driver’s license record. 
We request applicants submit a RESUME highlighting relevant work experience; please limit PDF files to 10MB. For design related roles, we also require a portfolio to review.
We thank all applicants for their interest. However, only those selected for an interview will be contacted.        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer (NOC 21232),NEARSOURCE TECHNOLOGIES,"Toronto, Ontario, Canada",2024-03-13,https://www.linkedin.com/jobs/view/3853931863/,"The Company:
 NEARSOURCE TECHNOLOGIES INC. 
Work Location
: 6060-3080 Yonge Street, Toronto, Ontario, M4N 2N1
Start Date
: As Soon As Possible
Type of Position
: Full time, permanent
Positions Available
: 1
Work Conditions:
 Day
Hours per week:
 37.5 hours per Week
Salary:
 $47 per hour
Benefits:
- Dental plan
- Disability benefits
- Health care plan
- Vision care benefits
Language: 
English
Education
- BS/MS in computer science or related technical field
Experience
2 years and more working in the similar role
Work Setting
- Office
- Information technology (IT) service provider
Tasks/Responsibilities
- Development of cloud native solutions using software language and a mix of open source and PaaS technologies
- Create and maintain functional specifications and design documentation
- Write, modify, integrate and test software code
- Maintain existing computer programs by making modifications as required
- Identify and communicate technical problems, processes and solutions
- Prepare reports, manuals and other documentation on the status, operation and maintenance of software
- Assist in the collection and documentation of user's requirements
- Assist in the development of logical and physical specifi cations
- Manage incidents
- JavaScript Object Notation (JSON)
Experience And Specialization
Computer and technology knowledge
- Broad experience with the Spring Boot framework
- Strong experience in object-oriented programming with Java
- Object-Oriented programming languages
- Experience with microservices and RESTful web services
- Solid software development experience, including developing backend services using Node.js
- Strong experience with building cloud-based API platforms or backend systems.
- Amazon Web Services (AWS)
- React Native
- React.js
- Microservices
- Extensive experience in developing scalable, distributed applications
- Familiarity with Jenkins, GitHub, and Artifactory.
Area of specialization
- Development of computer applications
- Development
- Scrum
Additional Information
- Work conditions and physical capabilities
- Fast-paced environment
- Attention to detail
Personal suitability
- Accurate
- Initiative
- Team player
- Integrity
- Dependability
- Resourcefulness
How To Apply
Please email your resume to resume.nearsource@gmail.com and keep the subject line Job Application for Software Developer
                
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer - Java,Moneris,"Toronto, Ontario, Canada",2024-03-12,https://www.linkedin.com/jobs/view/3854811344/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Developer 2,Intuit,"Toronto, Ontario, Canada",2024-03-13,https://www.linkedin.com/jobs/view/3852332305/,Could not find Job Description,0,0,0,0,2024-03-18 00:04:58.962223
Software Developer Intern - Back End (September 2023 8-16 months),SOTI,"Mississauga, Ontario, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3857275949/,"SOTI is committed to providing its employees with endless possibilities; learning new things, working with the latest technologies and making a difference in the world.
Job Title:  
Software Developer (Intern)
Position Type: 
Co-op 
Location: 
 Mississauga, ON 
Temporary, Internship
 
 
Opportunity  
As an intern at SOTI you will be involved in the design/development/support of new or existing software applications. These applications range from cloud-based solutions, mobile apps for Android or iOS, middle tier server software or backend database components.
Our fundamental goal at SOTI is to give you an opportunity to learn. Where possible we will try and direct you to a project that aligns with your interests and skills.
The technologies you learn during an internship at SOTI range from developing front end logic using technologies such as Angular and JavaScript, learning to develop middle tier services using languages like C#, or deepening your knowledge of databases by leveraging SQL and learning how to build high performance apps using storage procedures. Depending on the area you work in, you may get an opportunity to learn about technologies such as data analytics, machine learning, fault tolerant computing, building high end scalable solutions, or vision systems.
Fun: While we work hard at SOTI, we also play hard. We have a variety of sports nights including ball hockey, soccer, basketball, badminton, table tennis, and many more. You can also choose to participate in various special events such as games night, poker night, and other activities. We also have our annual events such as our SOTI day company picnic and games day at a park, as well as our annual Christmas party.
What you will learn: 
- Enhance your programming skills by working in a team alongside experienced team members 
- Gain an understanding of how various roles work together to deliver software products: Developers, Architects, Quality Assurance, User Experience, Product Management, Software Development, Marketing, etc. 
- Gain an understanding of how user requirements are gathered, and the various processes used to translate real-world problems into software solutions 
- Understand the tools and processes used to develop professional software products e.g. Jira, Git 
- Understand the testing processes and frameworks used to deliver high quality software products 
 
Required skills:   
- Knowledge of algorithms, data structures and database fundamentals 
- Basic knowledge of Software Development Life Cycle concepts 
- Strong math, analytic and problem-solving skills 
- Basic knowledge of programming in one or more of the following programming languages: C, C++, Java, JavaScript, SQL, Ruby, Rust, Lua, Haskell 
- Most importantly curiosity, a desire to learn and be a part of a team 
About SOTI
It all started with a classic story about one developer’s vision. While Carl Rodrigues, President and CEO of SOTI, was an IT consultant, he developed solutions for managing mobile device screens from a desktop. An innovation that has put him ahead in what is now one of the largest growing markets – Enterprise Mobility Management (EMM).
With a passion for innovation, and a relentless drive for quality, Carl now leads one of the fastest growing, profitable, and self-sustaining companies in Canada, and continues to build on the company’s early lead in the enterprise mobility market.
Today, more than 17,000 enterprise customers around the world depend on us to secure, manage, and support their mobile operations, with millions of devices managed worldwide. SOTI’s two decades of success has built strong partnerships with leading mobile platform providers and device manufacturers. At SOTI, we have demonstrated commitment to staying at the forefront of mobility management and security. We are deeply committed to researching and developing solutions that address today’s toughest mobility challenges. We strive to go where nobody has gone before.
If you want to bring your ideas to life, apply at SOTI today.
We are committed to providing accessible employment practices that are in compliance with the requirements under the Human Rights Code and the Accessibility for Ontarians with Disabilities Act (AODA). If you require accommodation during any stage of the recruitment process, please notify People & Culture at careers@soti.net.
Please note that SOTI does not accept unsolicited resumes from recruiters or employment agencies. In the absence of a signed Services Agreement with agency/recruiter, SOTI will not consider or agree to payment of any referral compensation or recruiter fee.        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer Intern - SOTI Mobicontrol Development (September 2023 12-16 Months),SOTI,"Mississauga, Ontario, Canada",2024-03-15,https://www.linkedin.com/jobs/view/3857277504/,"SOTI is committed to providing its employees with endless possibilities; learning new things, working with the latest technologies and making a difference in the world.
Job Title: 
Software Developer (Intern)
Position Type: Co-op 
Location: 
 Mississauga, ON (Hybrid)
Temporary, Internship
Opportunity 
As an intern at SOTI you will be involved in the design/development/support of new or existing software applications. These applications range from cloud-based solutions, mobile apps for Android or iOS, middle tier server software or backend database components.
Our fundamental goal at SOTI is to give you an opportunity to learn. Where possible we will try and direct you to a project that aligns with your interests and skills.
The technologies you learn during an internship at SOTI range from developing front end logic using technologies such as Angular and JavaScript, learning to develop middle tier services using languages like C#, or deepening your knowledge of databases by leveraging SQL and learning how to build high performance apps using storage procedures. Depending on the area you work in, you may get an opportunity to learn about technologies such as data analytics, machine learning, fault tolerant computing, building high end scalable solutions, or vision systems.
Fun: While we work hard at SOTI, we also play hard. We have a variety of sports nights including ball hockey, soccer, basketball, badminton, table tennis, and many more. You can also choose to participate in various special events such as games night, poker night, and other activities. We also have our annual events such as our SOTI day company picnic and games day at a park, as well as our annual Christmas party.
What you will learn:
- Enhance your programming skills by working in a team alongside experienced team members
- Gain an understanding of how various roles work together to deliver software products: Developers, Architects, Quality Assurance, User Experience, Product Management, Software Development, Marketing, etc.
- Gain an understanding of how user requirements are gathered, and the various processes used to translate real-world problems into software solutions
- Understand the tools and processes used to develop professional software products e.g. Jira, Git
- Understand the testing processes and frameworks used to deliver high quality software products
Required skills: 
- Knowledge of algorithms, data structures and database fundamentals
- Basic knowledge of Software Development Life Cycle concepts
- Strong math, analytic and problem-solving skills
- Basic knowledge of programming in one or more of the following programming languages: C, C++, Java, JavaScript, SQL, Ruby, Rust, Lua, Haskell
- Most importantly curiosity, a desire to learn and be a part of a team
About SOTI
It all started with a classic story about one developer’s vision. While Carl Rodrigues, President and CEO of SOTI, was an IT consultant, he developed solutions for managing mobile device screens from a desktop. An innovation that has put him ahead in what is now one of the largest growing markets – Enterprise Mobility Management (EMM).
With a passion for innovation, and a relentless drive for quality, Carl now leads one of the fastest growing, profitable, and self-sustaining companies in Canada, and continues to build on the company’s early lead in the enterprise mobility market.
Today, more than 17,000 enterprise customers around the world depend on us to secure, manage, and support their mobile operations, with millions of devices managed worldwide. SOTI’s two decades of success has built strong partnerships with leading mobile platform providers and device manufacturers. At SOTI, we have demonstrated commitment to staying at the forefront of mobility management and security. We are deeply committed to researching and developing solutions that address today’s toughest mobility challenges. We strive to go where nobody has gone before.
If you want to bring your ideas to life, apply at SOTI today.
We are committed to providing accessible employment practices that are in compliance with the requirements under the Human Rights Code and the Accessibility for Ontarians with Disabilities Act (AODA). If you require accommodation during any stage of the recruitment process, please notify People & Culture at careers@soti.net.
Please note that SOTI does not accept unsolicited resumes from recruiters or employment agencies. In the absence of a signed Services Agreement with agency/recruiter, SOTI will not consider or agree to payment of any referral compensation or recruiter fee.        
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
Software Developer Internship,Health eCareers,"Toronto, Ontario, Canada",2024-03-16,https://www.linkedin.com/jobs/view/3859753141/,"Intelliware is hiring Software Developer Interns for May 2024. If you are enrolled in a post-secondary co-operative education program and looking for anywhere from a 4 to 16 month internship, we'd love to hear from you.
Intelliware is a custom software, product development, business and technology consulting company headquartered in Toronto, Canada. We have an exceptional 30+ year delivery track record, deep technical expertise and disciplined delivery and technical engineering practices.
An Intelliware internship offers an opportunity to build a wide variety of enterprise and consumer facing applications within a team-based Agile environment. The way we build software is strongly influenced by the values of Extreme Programming: feedback, respect, courage, communication and simplicity. We have collaborative cross-functional teams where we work closely with client stakeholders. You'll find opportunities to continuously learn, share knowledge and teach within your team and within the Intelliware community.
While working within a team in an agile environment, you will be:
- Developing creative, innovative and practical solutions
- Producing clear and maintainable code
- Participating in design/?architectural discussions
- Investigating, learning and applying new technologies/?processes to your project
- Participating in estimating, tasking, status and stand-up meetings
- Signing up for and completing development tasks
- Actively pairing during task implementation
- Interacting with the client representative to clarify requirements
- Working with the rest of your project team to deliver an application on-time and on-budget
Please include a copy of your most recent transcript with your application.
For more info on Intelliware, check out our Careers Page and Instagram.
Intelliware is committed to diversity in the workplace. We are an inclusive employer and welcome and encourage applications from all qualified candidates. Applicants' needs will be accommodated during our recruitment and selection process so please advise us if you require accommodation.
PI236765177
Compensation Information
$0.0 / - $0.0 /
Starting At: 0.0
Up To: 0.0
                
            
                            
            ",0,0,0,0,2024-03-18 00:04:58.962223
